ID,Kanji,Old_Kanji,Radical,Year of Inclusion,Strokes,Grade,JLPT-test,Name of Radical,English Meaning,Tamil Meaning,Reading within Joyo,Reading beyond Joyo,Kanji Classification,On within Joyo,Kun within Joyo,Stroke Order Image
1338,胆,膽,肉,1981,9,7,1,"Niku, Nikuzuki",gall bladder,பித்தப்பை,タン,きも、ぎも,形声 Phonetic,tan,-,胆.gif
1340,淡,,水,1981,11,7,1,"Mizu, Sanzui, Shitamizu",thin,மெல்லிய,タン、あわ-い,,形声 Phonetic,tan,awa(i),淡.gif
1342,嘆,嘆 [4],口,1981,13,7,1,"Kuchi, Kuchihen",sigh,பெருமூச்சு,タン、なげ-く、なげ-かわしい,,形声 Phonetic,tan,"nage(ku), nage(kawashii)",嘆.gif
1343,端,,立,1981,14,7,1,Tatsu,edge,விளிம்பு,タン、はし、は、はた,ただ,形声 Phonetic,tan,"hashi, ha, hata",端.gif
1344,綻,,糸,2010,14,7,0,"Ito, Itohen",rip,கிழி,タン、ほころ-びる,,形声 Phonetic,tan,hokoro(biru),綻.gif
1346,鍛,,金,1981,17,7,1,"Kane, Kanehen",forge,உருக்கு,タン、きた-える,,形声 Phonetic,tan,kita(eru),鍛.gif
1351,弾,彈,弓,1981,12,7,1,"Yumi, Yumihen",bullet,குண்டு,ダン、ひ-く、はず-む、たま,はじ,形声 Phonetic,dan,"hi(ku), hazu(mu), tama",弾.gif
1354,壇,,土,1981,16,7,1,"Tsuchi, Tsuchihen",podium,மேடை,ダン、[タン],,形声 Phonetic,"dan, [tan]",-,壇.gif
1359,恥,,心,1981,10,7,3,"Kokoro, Risshinben, Shitagokoro",shame,அவமானம்,チ、は-じる、はじ、は-じらう、は-ずかしい,,会意 Com. Ideographic,chi,"ha(jiru), haji, ha(jirau), ha(zukashii)",恥.gif
1360,致,,至,1981,10,7,1,Itaru,(to) do,செய்,チ、いた-す,,会意 Com. Ideographic,chi,ita(su),致.gif
1361,遅,遲,辵,1981,12,7,3,Shinnyoo,slow,மெதுவாக,チ、おく-れる、おく-らす、おそ-い,,形声 Phonetic,chi,"oku(reru), oku(rasu), oso(i)",遅.gif
1362,痴,癡,疒,1981,13,7,1,Yamaidare,stupid,முட்டாள்,チ,,会意 Com. Ideographic,chi,-,痴.gif
1363,稚,,禾,1981,13,7,1,"Nogi, Nogihen",immature,முதிராத,チ,いと、わか,形声 Phonetic,chi,-,稚.gif
1365,緻,,糸,2010,16,7,0,"Ito, Itohen",fine (not coarse),நுட்பமான,チ,,形声 Phonetic,chi,-,緻.gif
1367,畜,,田,1981,10,7,2,"Ta, Tahen",livestock,கால்நடை,チク,,会意 Com. Ideographic,chiku,-,畜.gif
1368,逐,,辵,1981,10,7,1,Shinnyoo,pursue,துரத்து,チク,お,会意 Com. Ideographic,chiku,-,逐.gif
1369,蓄,,艸,1981,13,7,1,Kusakanmuri,amass,திரட்டு,チク、たくわ-える,,形声 Phonetic,chiku,takuwa(eru),蓄.gif
1371,秩,,禾,1981,10,7,1,"Nogi, Nogihen",regularity,ஒழுங்குத்தன்மை,チツ,,形声 Phonetic,chitsu,-,秩.gif
1372,窒,,穴,1981,11,7,1,"Ana, Anakanmuri",plug up,தடை செய்,チツ,,形声 Phonetic,chitsu,-,窒.gif
1375,嫡,,女,1981,14,7,1,"Onna, Onnahen",legitimate wife,சட்டபூர்வமான மனைவி,チャク,,形声 Phonetic,chaku,-,嫡.gif
1379,沖,,水,1981,7,7,1,"Mizu, Sanzui, Shitamizu",open sea,திறந்த கடல்,チュウ、おき,,形声 Phonetic,chuu,oki,沖.gif
1382,抽,,手,1981,8,7,1,Tehen,pluck,பறிக்க,チュウ,ひ,形声 Phonetic,chuu,-,抽.gif
1386,衷,,衣,1981,10,7,1,"Koromo, Koromohen",inmost,உட்பகுதி,チュウ,,形声 Phonetic,chuu,-,衷.gif
1387,酎,,酉,2010,10,7,0,"Tori, Torihen",sake,புடவிப்பானம்,チュウ,,形声 Phonetic,chuu,-,酎.gif
1388,鋳,鑄,金,1981,15,7,1,"Kane, Kanehen",casting,அச்சடி,チュウ、い-る,ス,形声 Phonetic,chuu,i(ru),鋳.gif
1389,駐,,馬,1981,15,7,2,"Uma, Umahen",stop-over,இடைநிறுத்தம்,チュウ,,形声 Phonetic,chuu,-,駐.gif
1393,弔,,弓,1981,4,7,1,"Yumi, Yumihen",condolences,இரங்கல்,チョウ、とむら-う,,象形 Pictographic,choo,tomura(u),弔.gif
1398,挑,,手,1981,9,7,1,Tehen,challenge,சவால்,チョウ、いど-む,,形声 Phonetic,choo,ido(mu),挑.gif
1401,彫,,彡,1981,11,7,1,Sanzukuri,carve,செதுக்கு,チョウ、ほ-る,え,会意 Com. Ideographic,choo,ho(ru),彫.gif
1402,眺,,目,1981,11,7,1,"Me, Mehen",stare,எட்டி பார்,チョウ、なが-める,,形声 Phonetic,choo,naga(meru),眺.gif
1403,釣,,金,1981,11,7,1,"Kane, Kanehen",angling,மீன்பிடித்தல்,チョウ、つ-る,,形声 Phonetic,choo,tsu(ru),釣.gif
1407,貼,,貝,2010,12,7,0,"Kai, Kaihen",paste,அடுப்பு,チョウ、は-る,,形声 Phonetic,choo,ha(ru),貼.gif
1408,超,,走,1981,12,7,2,"Hashiru, Soonyoo",transcend,தாண்டி செல்,チョウ、こ-える、こ-す,,形声 Phonetic,choo,"ko(eru), ko(su)",超.gif
1410,跳,,足,1981,13,7,1,"Ashi, Ashihen",hop,தாவு,チョウ、は-ねる、と-ぶ,,形声 Phonetic,choo,"ha(neru), to(bu)",跳.gif
1411,徴,徵,彳,1981,14,7,1,Gyooninben,indications,குறிப்புகள்,チョウ,,会意 Com. Ideographic,choo,-,徴.gif
1412,嘲,,口,2010,15,7,0,"Kuchi, Kuchihen",ridicule,இழிவுபடுத்து,チョウ、あざけ-る,,形声 Phonetic,choo,azake(ru),嘲.gif
1414,澄,,水,1981,15,7,1,"Mizu, Sanzui, Shitamizu",lucidity,தெளிவு,チョウ、す-む、す-ます,,形声 Phonetic,choo,"su(mu), su(masu)",澄.gif
1416,聴,聽,耳,1981,17,7,1,"Mimi, Mimihen",listen,கேள்,チョウ、き-く,,会意 Com. Ideographic,choo,ki(ku),聴.gif
1417,懲,懲 [4],心,1981,18,7,1,"Kokoro, Risshinben, Shitagokoro",penal,தண்டனைக்குரிய,チョウ、こ-りる、こ-らす、こ-らしめる,,形声 Phonetic,choo,"ko(riru), ko(rasu), ko(rashimeru)",懲.gif
1419,勅,敕,力,1981,9,7,1,Chikara,imperial order,அரச ஆணை,チョク,みことのり,会意 Com. Ideographic,choku,-,勅.gif
1420,捗,,手,2010,10,7,0,Tehen,make progress,முன்னேறு,チョク,はかど,形声 Phonetic,choku,-,捗.gif
1421,沈,,水,1981,7,7,2,"Mizu, Sanzui, Shitamizu",sink,மூழ்கு,チン、しず-む、しず-める,ジン,形声 Phonetic,chin,"shizu(mu), shizu(meru)",沈.gif
1422,珍,,玉,1981,9,7,2,"Tama, Oo",rare,அரிய,チン、めずら-しい,,形声 Phonetic,chin,mezura(shii),珍.gif
1423,朕,,月,1981,10,7,1,"Tsuki, Tsukihen",majestic plural,மரியாதைக்குரிய பன்மை,チン,,会意 Com. Ideographic,chin,-,朕.gif
1424,陳,,阜,1981,11,7,1,Kozatohen,exhibit,காட்சிப்படுத்து,チン,ジン、の,会意 Com. Ideographic,chin,-,陳.gif
1426,鎮,鎭,金,1981,18,7,1,"Kane, Kanehen",tranquilize,அமைதிப்படுத்து,チン、しず-める、しず-まる,,形声 Phonetic,chin,"shizu(meru), shizu(maru)",鎮.gif
1428,椎,,木,2010,12,7,1,"Ki, Kihen",oak,ஓக்கு மரம்,ツイ,しい,形声 Phonetic,tsui,-,椎.gif
1429,墜,,土,1981,15,7,1,"Tsuchi, Tsuchihen",crash,மோதல்,ツイ,お,会意 Com. Ideographic,tsui,-,墜.gif
1432,塚,塚 [4],土,1981,12,7,1,"Tsuchi, Tsuchihen",hillock,மேட்டுக்குன்று,つか,,形声 Phonetic,-,tsuka,塚.gif
1433,漬,,水,1981,14,7,1,"Mizu, Sanzui, Shitamizu",pickling,உறை வைக்கல்,つ-ける、つ-かる,,形声 Phonetic,-,"tsu(keru), tsu(karu)",漬.gif
1434,坪,,土,1981,8,7,1,"Tsuchi, Tsuchihen",two-mat area,இரண்டு பாய்களின் பரப்பு,つぼ,,形声 Phonetic,-,tsubo,坪.gif
1435,爪,,爪,2010,4,7,0,Tsumekanmuri,claw,நகம்,つめ、[つま],が,象形 Pictographic,-,"tsume, [tsuma]",爪.gif
1436,鶴,,鳥,2010,21,7,1,Tori,crane,கொக்கு,つる,カク,形声 Phonetic,tsuru,-,鶴.gif
1438,呈,,口,1981,7,7,1,"Kuchi, Kuchihen",display,காட்சிப்படுத்து,テイ,,会意 Com. Ideographic,tei,-,呈.gif
1439,廷,,廴,1981,7,7,1,Ennyoo,courts,நீதிமன்றங்கள்,テイ,,形声 Phonetic,tei,-,廷.gif
1443,抵,,手,1981,8,7,1,Tehen,resist,எதிர்த்து நில்,テイ,,形声 Phonetic,tei,-,抵.gif
1444,邸,,邑,1981,8,7,1,Oozato,residence,வசிப்பு,テイ,やしき,形声 Phonetic,tei,-,邸.gif
1445,亭,,亠,1981,9,7,1,Nabebuta,pavilion,மண்டபம்,テイ,チン,象形 Pictographic,tei,-,亭.gif
1446,貞,,貝,1981,9,7,1,"Kai, Kaihen",upright,நேராக,テイ,ジョウ,会意 Com. Ideographic,tei,-,貞.gif
1447,帝,,巾,1981,9,7,1,"Haba, Kinben",sovereign,அரசர்,テイ,タイ、みかど,象形 Pictographic,tei,-,帝.gif
1448,訂,,言,1981,9,7,1,"Gon, Gonben",revise,திருத்து,テイ,,形声 Phonetic,tei,-,訂.gif
1450,逓,遞,辵,1981,10,7,1,Shinnyoo,relay,மாற்று ஓட்டம்,テイ,,形声 Phonetic,tei,-,逓.gif
1452,偵,,人,1981,11,7,1,"Hito, Ninben, Hitoyane",spy,உளவு பார்,テイ,,形声 Phonetic,tei,-,偵.gif
1453,堤,,土,1981,12,7,1,"Tsuchi, Tsuchihen",dike,அணை,テイ、つつみ,,形声 Phonetic,tei,tsutsumi,堤.gif
1456,艇,,舟,1981,13,7,1,"Fune, Funehen",rowboat,துடுப்புப் படகு,テイ,,形声 Phonetic,tei,-,艇.gif
1457,締,,糸,1981,15,7,1,"Ito, Itohen",tighten,கடினமாக பிணை,テイ、し-まる、し-める,,形声 Phonetic,tei,"shi(maru), shi(meru)",締.gif
1458,諦,,言,2010,16,7,0,"Gon, Gonben",abandon,விட்டு விலகு,テイ、あきら-める,タイ,形声 Phonetic,tei,akira(meru),諦.gif
1459,泥,,水,1981,8,7,2,"Mizu, Sanzui, Shitamizu",mud,களிமண்,デイ、どろ,なず,形声 Phonetic,dei,doro,泥.gif
1462,摘,,手,1981,14,7,1,Tehen,pinch,கிள்ளு,テキ、つ-む,,形声 Phonetic,teki,tsu(mu),摘.gif
1463,滴,,水,1981,14,7,2,"Mizu, Sanzui, Shitamizu",drip,சொட்டு,テキ、しずく、したた-る,,形声 Phonetic,teki,"shizuku, shitata(ru)",滴.gif
1466,溺,,水,2010,13,7,0,"Mizu, Sanzui, Shitamizu",drown,மூழ்கு,デキ、おぼ-れる,,形声 Phonetic,deki,obo(reru),溺.gif
1467,迭,,辵,1981,8,7,1,Shinnyoo,transfer,பரிமாற்று,テツ,,形声 Phonetic,tetsu,-,迭.gif
1468,哲,,口,1981,10,7,1,"Kuchi, Kuchihen",philosophy,தத்துவம்,テツ,あき,形声 Phonetic,tetsu,-,哲.gif
1470,徹,,彳,1981,15,7,1,Gyooninben,penetrate,ஊடுருவு,テツ,とお,形声 Phonetic,tetsu,-,徹.gif
1471,撤,,手,1981,15,7,1,Tehen,remove,நீக்கு,テツ,,形声 Phonetic,tetsu,-,撤.gif
1477,添,,水,1981,11,7,1,"Mizu, Sanzui, Shitamizu",annexed,இணைக்கப்பட்டது,テン、そ-える、そ-う,,形声 Phonetic,ten,"so(eru), so(u)",添.gif
1479,填,,土,2010,13,7,0,"Tsuchi, Tsuchihen",fill in,நிரப்பு,テン,,形声 Phonetic,ten,-,填.gif
1482,殿,,殳,1981,13,7,2,Rumata,Mr.,திரு.,デン、テン、との、どの,しんがり,会意 Com. Ideographic,"den, ten","tono, dono",殿.gif
1484,斗,,斗,1981,4,7,1,Tomasu,Big Dipper,பிரம்மாண்ட மண்டலம்,ト,,象形 Pictographic,to,-,斗.gif
1485,吐,,口,1981,6,7,1,"Kuchi, Kuchihen",spit,துப்பு,ト、は-く,,形声 Phonetic,to,ha(ku),吐.gif
1486,妬,,女,2010,8,7,0,"Onna, Onnahen",jealousy,பொறாமை,ト、ねた-む,,形声 Phonetic,to,neta(mu),妬.gif
1488,途,,辵,1981,10,7,3,Shinnyoo,route,பாதை,ト,ズ,形声 Phonetic,to,-,途.gif
1490,渡,,水,1981,12,7,3,"Mizu, Sanzui, Shitamizu",transit,இடையீடு,ト、わた-る、わた-す,,形声 Phonetic,to,"wata(ru), wata(su)",渡.gif
1491,塗,,土,1981,13,7,2,"Tsuchi, Tsuchihen",paint,வர்ணம் பூசி,ト、ぬ-る,まみ,形声 Phonetic,to,nu(ru),塗.gif
1492,賭,,貝,2010,16,7,0,"Kai, Kaihen",gamble,சூதாட்டம்,ト、か-ける,,形声 Phonetic,to,ka(keru),賭.gif
1494,奴,,女,1981,5,7,1,"Onna, Onnahen",guy,ஆள்,ド,ヌ、やっこ、やつ,会意 Com. Ideographic,do,-,奴.gif
1497,怒,,心,1981,9,7,3,"Kokoro, Risshinben, Shitagokoro",angry,கோபம்,ド、いか-る、おこ-る,ヌ,形声 Phonetic,do,"ika(ru), oko(ru)",怒.gif
1505,到,,刀,1981,8,7,3,"Katana, Rittoo",arrival,வருகை,トウ,いた,会意 Com. Ideographic,too,-,到.gif
1506,逃,,辵,1981,9,7,3,Shinnyoo,escape,தப்பிச் செல்,トウ、に-げる、に-がす、のが-す、のが-れる,,形声 Phonetic,too,"ni(geru), ni(gasu), noga(su), noga(reru)",逃.gif
1507,倒,,人,1981,10,7,3,"Hito, Ninben, Hitoyane",overthrow,அரசை கவிழ்த்து,トウ、たお-れる、たお-す,,形声 Phonetic,too,"tao(reru), tao(su)",倒.gif
1508,凍,,冫,1981,10,7,2,Nisui,frozen,உறைந்த,トウ、こお-る、こご-える,,形声 Phonetic,too,"koo(ru), kogo(eru)",凍.gif
1509,唐,,口,1981,10,7,0,"Kuchi, Kuchihen",T'ang,தாங்,トウ、から,,会意 Com. Ideographic,too,kara,唐.gif
1511,桃,,木,1981,10,7,1,"Ki, Kihen",peach tree,பீச் மரம்,トウ、もも,,形声 Phonetic,too,momo,桃.gif
1513,透,,辵,1981,10,7,1,Shinnyoo,transparent,தெளிவான,トウ、す-く、す-かす、す-ける,とお,形声 Phonetic,too,"su(ku), su(kasu), su(keru)",透.gif
1515,悼,,心,1981,11,7,1,"Kokoro, Risshinben, Shitagokoro",lament,புலம்பு,トウ、いた-む,,形声 Phonetic,too,ita(mu),悼.gif
1516,盗,盜,皿,1981,11,7,3,Sara,steal,திருடு,トウ、ぬす-む,,会意 Com. Ideographic,too,nusu(mu),盗.gif
1517,陶,,阜,1981,11,7,1,Kozatohen,pottery,மண்பாண்டம்,トウ,すえ,形声 Phonetic,too,-,陶.gif
1518,塔,,土,1981,12,7,2,"Tsuchi, Tsuchihen",pagoda,பகோடா கோபுரம்,トウ,,形声 Phonetic,too,-,塔.gif
1519,搭,,手,1981,12,7,1,Tehen,board,பலகை,トウ,,形声 Phonetic,too,-,搭.gif
1520,棟,,木,1981,12,7,1,"Ki, Kihen",ridgepole,முதன்மை கம்பு,トウ、むね、[むな],,形声 Phonetic,too,"mune, [muna]",棟.gif
1522,痘,,疒,1981,12,7,1,Yamaidare,pox,பெருக்கன்,トウ,,形声 Phonetic,too,-,痘.gif
1526,筒,,竹,1981,12,7,2,"Take, Takekanmuri",cylinder,சிலிண்டர்,トウ、つつ,,形声 Phonetic,too,tsutsu,筒.gif
1528,稲,稻,禾,1981,14,7,1,"Nogi, Nogihen",rice plant,நெற்பயிர்,トウ、いね、[いな],,形声 Phonetic,too,"ine, [ina]",稲.gif
1529,踏,,足,1981,15,7,1,"Ashi, Ashihen",step,படி,トウ、ふ-む、ふ-まえる,,形声 Phonetic,too,"fu(mu), fu(maeru)",踏.gif
1532,謄,,言,1981,17,7,1,"Gon, Gonben",mimeograph,மென்மடி நகலெடுப்பு,トウ,,形声 Phonetic,too,-,謄.gif
1533,藤,,艸,2010,18,7,1,Kusakanmuri,wisteria,விஸ்தேரியா,トウ、ふじ,,形声 Phonetic,too,fuji,藤.gif
1534,闘,鬭,鬥,1981,18,7,1,Mongamae,fight,சண்டை,トウ、たたか-う,,形声 Phonetic,too,tataka(u),闘.gif
1535,騰,,馬,1981,20,7,1,"Uma, Umahen",inflation,பணவீக்கம்,トウ,あ,形声 Phonetic,too,-,騰.gif
1537,洞,,水,1981,9,7,1,"Mizu, Sanzui, Shitamizu",den,குகை,ドウ、ほら,トウ,形声 Phonetic,doo,hora,洞.gif
1538,胴,,肉,1981,10,7,1,"Niku, Nikuzuki",trunk,தண்டு,ドウ,,形声 Phonetic,doo,-,胴.gif
1546,瞳,,目,2010,17,7,1,"Me, Mehen",pupil,மாணவன்,ドウ、ひとみ,トウ,形声 Phonetic,doo,hitomi,瞳.gif
1547,峠,,山,1981,9,7,1,"Yama, Yamahen",mountain peak,மலை உச்சி,とうげ,,国字 Original,-,tooge,峠.gif
1548,匿,,匸,1981,10,7,1,Kakushigamae,hide,மறை,トク,かく,会意 Com. Ideographic,toku,-,匿.gif
1551,督,,目,1981,13,7,1,"Me, Mehen",coach,ஆசிரியர்,トク,,形声 Phonetic,toku,-,督.gif
1553,篤,,竹,1981,16,7,1,"Take, Takekanmuri",fervent,ஆர்வமுள்ள,トク,あつ,会意 Com. Ideographic,toku,-,篤.gif
1557,栃,,木,2010,9,7,0,"Ki, Kihen",horse chestnut,மஞ்சள் நிற குதிரைக்கொட்டை,[とち],,国字 Original,-,[tochi],栃.gif
1558,凸,,凵,1981,5,7,1,Ukebako,convex,புடைப்பான,トツ,,象形 Pictographic,totsu,-,凸.gif
1559,突,突 [4],穴,1981,8,7,3,"Ana, Anakanmuri",stab,குத்து,トツ、つ-く,,会意 Com. Ideographic,totsu,tsu(ku),突.gif
1561,屯,,屮,1981,4,7,1,Tetsu,barracks,படைவாசல்,トン,たむろ,象形 Pictographic,ton,-,屯.gif
1562,豚,,豕,1981,11,7,1,Inoko,pork,பன்றி இறைச்சி,トン、ぶた,,会意 Com. Ideographic,ton,buta,豚.gif
1563,頓,,頁,2010,13,7,0,Oogai,suddenly,திடீரென,トン,とみ,形声 Phonetic,ton,-,頓.gif
1564,貪,,貝,2010,11,7,0,"Kai, Kaihen",covet,ஆசை கொள்,ドン、むさぼ-る,,会意 Com. Ideographic,don,musabo(ru),貪.gif
1565,鈍,,金,1981,12,7,2,"Kane, Kanehen",dull,மந்தமான,ドン、にぶ-い、にぶ-る,,形声 Phonetic,don,"nibu(i), nibu(ru)",鈍.gif
1566,曇,,日,1981,16,7,2,"Nichi, Nichihen",cloudy weather,மேகமூட்டம்,ドン、くも-る,,形声 Phonetic,don,kumo(ru),曇.gif
1567,丼,,丶,2010,5,7,0,Ten,bowl of food,உணவுக் கிண்ணம்,どんぶり、[どん],,象形 Pictographic,-,"donburi, [don]",丼.gif
1568,那,,邑,2010,7,7,1,Oozato,what,எது,ナ,,形声 Phonetic,na,-,那.gif
1569,奈,,大,2010,8,7,1,Dai,what,எது,ナ,,形声 Phonetic,na,-,奈.gif
1571,梨,,木,2010,11,7,1,"Ki, Kihen",pear tree,பேரிக்காய் மரம்,なし,リ,形声 Phonetic,-,nashi,梨.gif
1572,謎,,言,2010,17,7,0,"Gon, Gonben",riddle,புதிர்,なぞ,,形声 Phonetic,-,nazo,謎.gif
1573,鍋,,金,2010,17,7,0,"Kane, Kanehen",pot,பானை,なべ,,形声 Phonetic,-,nabe,鍋.gif
1575,軟,,車,1981,11,7,2,"Kuruma, Kurumahen",soft,மென்மையான,ナン、やわ-らか、やわ-らかい,,形声 Phonetic,nan,"yawa(raka), yawa(rakai)",軟.gif
1578,尼,,尸,1981,5,7,1,Shikabane,nun,சன்னியாசினி,ニ、あま,,会意 Com. Ideographic,ni,ama,尼.gif
1579,弐,貳,貝,1981,6,7,1,Shikigamae,two (falsification prevention),இரண்டு (பொய்ச் சான்று தடுப்பு),ニ,,形声 Phonetic,ni,-,弐.gif
1580,匂,,勹,2010,4,7,0,Tsutsumigamae,scent,மணம்,にお-う,,国字 Original,-,nio(u),匂.gif
1582,虹,,虫,2010,9,7,1,"Mushi, Mushihen",rainbow,வானவில்,にじ,コウ,形声 Phonetic,-,niji,虹.gif
1586,尿,,尸,1981,7,7,1,Shikabane,urine,சிறுநீர்,ニョウ,,象形 Pictographic,nyoo,-,尿.gif
1588,妊,,女,1981,7,7,1,"Onna, Onnahen",pregnancy,கர்ப்பம்,ニン,,形声 Phonetic,nin,-,妊.gif
1589,忍,,心,1981,7,7,1,"Kokoro, Risshinben, Shitagokoro",endure,தாங்கு,ニン、しの-ぶ、しの-ばせる,,形声 Phonetic,nin,"shino(bu), shino(baseru)",忍.gif
1591,寧,,宀,1981,14,7,1,Ukanmuri,rather,மாறாக,ネイ,やす、むし,会意 Com. Ideographic,nei,-,寧.gif
1595,捻,,手,2010,11,7,0,Tehen,twist,முறுக்கு,ネン,ひね,形声 Phonetic,nen,-,捻.gif
1596,粘,,米,1981,11,7,1,"Kome, Komehen",sticky,ஒட்டும்,ネン、ねば-る,,形声 Phonetic,nen,neba(ru),粘.gif
1598,悩,惱,心,1981,10,7,2,"Kokoro, Risshinben, Shitagokoro",trouble,பிரச்சினை,ノウ、なや-む、なや-ます,,形声 Phonetic,noo,"naya(mu), naya(masu)",悩.gif
1603,濃,,水,1981,16,7,2,"Mizu, Sanzui, Shitamizu",concentrated,அடர்ந்த,ノウ、こ-い,,形声 Phonetic,noo,ko(i),濃.gif
1604,把,,手,1981,7,7,1,Tehen,grasp,பிடி,ハ,と,形声 Phonetic,ha,-,把.gif
1608,覇,霸,雨,1981,19,7,1,Nishi,hegemony,ஆதிக்கம்,ハ,,会意 Com. Ideographic,ha,-,覇.gif
1610,婆,,女,1981,11,7,1,"Onna, Onnahen",old woman,முதிய பெண்,バ,ポ,形声 Phonetic,ba,-,婆.gif
1611,罵,,网,2010,15,7,0,Amigashira,insult,அவமதி,バ、ののし-る,,形声 Phonetic,ba,nonoshi(ru),罵.gif
1613,杯,,木,1981,8,7,3,"Ki, Kihen",counter for cupfuls,கிண்ண அளவுக்கான எண்ணிக்கை சொல்,ハイ、さかずき,,形声 Phonetic,hai,sakazuki,杯.gif
1618,排,,手,1981,11,7,1,Tehen,repudiate,நிராகரி,ハイ,,形声 Phonetic,hai,-,排.gif
1620,廃,廢,广,1981,12,7,1,Madare,abolish,ஒழி,ハイ、すた-れる、すた-る,,形声 Phonetic,hai,"suta(reru), suta(ru)",廃.gif
1621,輩,,車,1981,15,7,1,"Kuruma, Kurumahen",comrade,தோழர்,ハイ,ともがら,形声 Phonetic,hai,-,輩.gif
1625,培,,土,1981,11,7,1,"Tsuchi, Tsuchihen",cultivate,பயிரிடு,バイ、つちか-う,,形声 Phonetic,bai,tsuchika(u),培.gif
1626,陪,,阜,1981,11,7,1,Kozatohen,obeisance,வணங்குதல்,バイ,,形声 Phonetic,bai,-,陪.gif
1627,媒,,女,1981,12,7,1,"Onna, Onnahen",mediator,மத்தியஸ்தர்,バイ,なかだち、なこうど,形声 Phonetic,bai,-,媒.gif
1629,賠,,貝,1981,15,7,1,"Kai, Kaihen",compensation,இழப்பீடு,バイ,,形声 Phonetic,bai,-,賠.gif
1631,伯,,人,1981,7,7,1,"Hito, Ninben, Hitoyane",chief,தலைவர்,ハク,,形声 Phonetic,haku,-,伯.gif
1632,拍,,手,1981,8,7,1,Tehen,clap,கைதட்டு,ハク、[ヒョウ],,形声 Phonetic,"haku, [hyoo]",-,拍.gif
1633,泊,,水,1981,8,7,2,"Mizu, Sanzui, Shitamizu",overnight,ஒரு இரவு,ハク、と-まる、と-める,,形声 Phonetic,haku,"to(maru), to(meru)",泊.gif
1634,迫,,辵,1981,8,7,1,Shinnyoo,urge,தூண்டு,ハク、せま-る,,形声 Phonetic,haku,sema(ru),迫.gif
1635,剥,,刀,2010,10,7,0,"Katana, Rittoo",peel,தோல் உரி,ハク、は-がす、は-ぐ、は-がれる、は-げる,む,会意 Com. Ideographic,haku,"ha(gasu), ha(gu), ha(gareru), ha(geru)",剥.gif
1636,舶,,舟,1981,11,7,1,"Fune, Funehen",liner,லைனர்,ハク,,形声 Phonetic,haku,-,舶.gif
1638,薄,,艸,1981,16,7,2,Kusakanmuri,dilute,மெல்லாக்கு,ハク、うす-い、うす-める、うす-まる、うす-らぐ、うす-れる,すすき,形声 Phonetic,haku,"usu(i), usu(meru), usu(maru), usu(ragu), usu(reru)",薄.gif
1640,漠,,水,1981,13,7,1,"Mizu, Sanzui, Shitamizu",vague,மங்கலான,バク,ひろ,形声 Phonetic,baku,-,漠.gif
1641,縛,,糸,1981,16,7,1,"Ito, Itohen",truss,கட்டி பிணை,バク、しば-る,,形声 Phonetic,baku,shiba(ru),縛.gif
1642,爆,,火,1981,19,7,2,"Hi, Hihen, Renga",explode,வெடி,バク,,形声 Phonetic,baku,-,爆.gif
1644,箸,,竹,2010,15,7,0,"Take, Takekanmuri",chopsticks,சாப்ஸ்டிக்,はし,,形声 Phonetic,-,hashi,箸.gif
1646,肌,,肉,1981,6,7,2,"Niku, Nikuzuki",texture,உரைவு,はだ,キ,形声 Phonetic,-,hada,肌.gif
1648,鉢,,金,1981,13,7,1,"Kane, Kanehen",bowl,கிண்ணம்,ハチ、[ハツ],,形声 Phonetic,"[hatsu], hachi",-,鉢.gif
1650,髪,髮,髟,1981,14,7,3,Kamigashira,hair of the head,தலையெழுத்து,ハツ、かみ,,形声 Phonetic,hatsu,kami,髪.gif
1651,伐,,人,1981,6,7,1,"Hito, Ninben, Hitoyane",fell,விழ,バツ,き、う,会意 Com. Ideographic,batsu,-,伐.gif
1652,抜,拔,手,1981,7,7,3,Tehen,slip out,வழுகி வெளியேறு,バツ、ぬ-く、ぬ-ける、ぬ-かす、ぬ-かる,,形声 Phonetic,batsu,"nu(ku), nu(keru), nu(kasu), nu(karu)",抜.gif
1653,罰,,网,1981,14,7,1,Amigashira,penalty,தண்டனை,バツ、バチ,,会意 Com. Ideographic,"batsu, bachi",-,罰.gif
1654,閥,,門,1981,14,7,1,Mongamae,clique,கும்பல்,バツ,,形声 Phonetic,batsu,-,閥.gif
1657,氾,,水,2010,5,7,0,"Mizu, Sanzui, Shitamizu",spread out,பரவி விரி,ハン,,形声 Phonetic,han,-,氾.gif
1659,帆,,巾,1981,6,7,1,"Haba, Kinben",sail,பாய்க் கப்பல்,ハン、ほ,,形声 Phonetic,han,ho,帆.gif
1660,汎,,水,2010,6,7,0,"Mizu, Sanzui, Shitamizu",pan-,பான்-,ハン,,形声 Phonetic,han,-,汎.gif
1661,伴,,人,1981,7,7,1,"Hito, Ninben, Hitoyane",consort,துணைவி,ハン、バン、ともな-う,とも,形声 Phonetic,"han, ban",tomona(u),伴.gif
1664,阪,,阜,2010,7,7,3,Kozatohen,heights,உயரங்கள்,ハン,さか、ざか,形声 Phonetic,han,-,阪.gif
1668,畔,,田,1981,10,7,1,"Ta, Tahen",paddy-ridge,நெற்பயிர் மேடு,ハン,ほとり、あぜ、くろ、ぐろ,形声 Phonetic,han,-,畔.gif
